"order_id","order_date","retailer_id","product_sku","product_price","product_cost","order_quantity","customer_id","random_discount"
1048,2024-09-06,23,8,668.78,645.83,2,120,0
1049,2022-03-12,11,47,372.86,748.38,10,110,0
1050,2023-01-11,15,32,983.39,173.81,5,50,0.06341019901447
1051,2024-06-26,23,35,379.87,322.34,10,36,0
1052,2022-06-29,30,7,605.19,559.35,6,47,0
1053,2021-08-30,19,33,470.11,207.51,2,179,0
1054,2024-01-17,24,46,579.52,133.34,10,106,0
1055,2024-12-13,25,26,946.36,601.76,5,170,0
1056,2021-04-24,19,45,909.56,208.81,6,96,0
1057,2022-02-26,2,30,335.67,747.55,2,196,0
1058,2021-05-03,5,50,119.31,60.29,6,165,0
1059,2022-03-25,7,32,283.04,139.81,5,43,0.28879911492113
1060,2024-11-14,26,6,836.27,631.1,6,3,0
1061,2024-11-22,13,6,949.2,319.95,5,9,0
1062,2024-02-21,29,6,130.54,58.28,5,67,0
1063,2024-02-25,13,31,596.72,298.29,2,161,0
1064,2021-01-13,19,6,856.22,151.14,1,191,0
1065,2023-07-26,10,22,603.86,415.33,8,84,0
1066,2021-06-30,17,37,705.61,262.77,4,176,0.272333107260056
1067,2021-12-08,14,30,115.7,507.5,5,108,0
1068,2024-03-21,11,34,697.67,670.3,7,143,0
1069,2021-08-09,22,11,777.68,616.19,1,119,0
1070,2021-08-13,22,33,58.38,288.29,5,121,0
1071,2022-03-14,5,40,881.15,683.45,1,43,0
1072,2024-06-19,8,17,141.49,248.84,8,189,0.0356272424804047
1073,2023-10-30,6,15,767.23,193.92,7,121,0.0390739779453725
1074,2022-12-31,24,44,976.09,735.26,1,130,0.299334799172357
1075,2024-08-16,10,8,142.66,400.6,1,124,0
1076,2021-07-24,14,16,505.5,128.59,7,24,0
1077,2021-04-07,10,14,927.99,629.78,1,168,0
1078,2021-07-04,1,8,67.04,472.94,8,136,0
1079,2021-07-06,3,19,395.28,228.12,3,74,0
1080,2021-10-02,4,26,431,322.83,7,83,0.260970064625144
1081,2022-12-13,15,23,967.53,543.98,3,170,0
1082,2022-12-23,29,48,382.42,794.89,10,127,0.0180323399836197
1083,2024-08-12,30,37,685.36,767.95,7,12,0
1084,2021-01-22,8,47,966.71,480,10,53,0.201031294860877
1085,2022-05-21,30,39,668.17,80.88,9,5,0.262216517259367
1086,2023-09-27,10,34,519.76,783.96,4,14,0
1087,2021-04-27,27,10,978.11,614.77,3,145,0.106156369624659
1088,2023-12-02,26,1,971.97,314.5,4,31,0
1089,2023-07-14,8,24,888.81,382.26,2,152,0.129100739071146
1090,2022-06-16,27,47,641.69,111.83,2,170,0
1091,2024-10-26,17,16,683.94,135.11,6,20,0.286013315641321
1092,2021-07-17,17,44,144.77,193.39,1,4,0
1093,2024-01-24,11,41,231.6,487.04,7,94,0
1094,2021-06-14,6,33,620.22,347.41,10,127,0
1095,2023-12-12,29,30,820.05,389.42,4,160,0.189724565134384
1096,2024-02-23,21,15,344.14,493.35,5,110,0
1097,2023-09-14,29,37,783.39,130.85,5,182,0.142418962600641
1098,2021-12-01,24,25,778.92,138.63,8,61,0
1099,2024-03-04,1,40,317.84,411.26,4,43,0.172446461697109
1100,2023-02-22,6,39,589.58,243.38,4,46,0.0505267047090456
1101,2021-05-23,5,22,425,579.23,6,109,0
1102,2022-03-27,29,16,390.09,155.53,3,64,0.0892832001205534
1103,2024-02-11,2,48,403.77,343.15,3,174,0.23211238773074
1104,2021-02-16,25,17,970.66,515.68,7,121,0
1105,2024-09-07,29,7,69.11,771.46,10,20,0
1106,2022-07-21,10,3,140.23,462.27,8,195,0
1107,2023-08-03,6,7,756.17,753.35,4,164,0.269303991040215
1108,2024-12-12,26,26,123.68,80.5,6,128,0.140942938788794
1109,2022-06-13,7,6,86.93,188.74,9,59,0
1110,2021-07-01,5,26,244.04,173.03,10,120,0
1111,2023-10-14,12,34,642.42,733.61,8,191,0.181816279795021
1112,2021-12-24,1,39,387.27,163.91,2,105,0.0875464845914394
1113,2024-05-10,29,35,79.77,718.18,10,62,0
1114,2024-12-13,27,23,139,400.88,3,180,0
1115,2024-01-16,22,23,833.96,214.36,2,97,0.0206932475091889
1116,2022-01-08,10,6,776.78,395.21,1,154,0
1117,2024-04-11,4,37,798.68,753.91,10,110,0
1118,2024-10-15,9,5,261.05,728.85,9,175,0
1119,2024-08-14,14,45,970.04,762.17,7,141,0
1120,2024-05-25,22,26,424.65,695.8,9,149,0
1121,2021-05-09,22,33,135.49,590.18,8,29,0
1122,2024-02-27,21,19,228.38,298.84,2,68,0
1123,2023-07-10,26,12,833.58,652.93,3,196,0.0335358972195536
1124,2024-04-09,14,27,748.23,359.19,8,54,0
1125,2021-08-24,4,21,426.42,132.94,3,89,0.104874399024993
1126,2023-03-25,25,8,846.03,303,10,81,0
1127,2024-05-06,12,34,593.78,775.39,3,109,0.164043673616834
1128,2022-07-30,10,17,568.25,363.74,9,147,0
1129,2023-03-06,10,50,352.59,228.33,1,191,0.246236925479025
1130,2023-04-17,1,1,801.3,370.94,1,199,0.0560653761494905
1131,2021-05-27,3,9,667.73,293.78,3,3,0.0327742881607264
1132,2021-01-07,28,25,300.79,634.86,6,191,0
1133,2023-07-27,24,5,150.55,559.46,2,19,0
1134,2022-01-15,24,41,371.78,335.08,4,29,0
1135,2021-12-17,8,27,199.82,437.45,6,130,0
1136,2022-03-21,23,24,670.74,201.16,3,77,0.00825792218092829
1137,2024-06-14,3,29,798.18,763.52,2,110,0
1138,2021-06-17,15,46,733.45,647.06,1,156,0.0400583978975192
1139,2024-01-17,23,9,21.91,192.66,5,41,0
1140,2024-06-15,27,9,82.07,268.49,7,4,0
1141,2024-07-07,14,14,404.66,243.34,9,152,0
1142,2023-12-06,17,28,877.02,373.85,1,76,0
1143,2023-06-03,10,11,341.94,487.02,4,35,0.164484183350578
1144,2023-07-15,22,17,283.07,446.99,1,64,0.079392613330856
1145,2024-02-24,4,30,776.87,573.65,5,171,0
1146,2024-01-30,5,44,418.77,680.19,3,186,0
1147,2022-12-08,13,47,673.3,798.66,1,137,0
1148,2023-11-06,30,48,500.98,367.7,6,40,0.13877672853414
1149,2021-08-10,3,41,106.07,86.47,8,23,0.129849243303761
1150,2024-10-15,29,10,122.6,359.1,1,139,0
1151,2022-05-10,16,11,932.33,695.68,3,66,0
1152,2023-04-23,12,13,774.48,512.7,10,98,0
1153,2022-11-22,17,11,857.36,652.39,3,57,0
1154,2023-03-28,22,1,431.41,182.8,6,161,0
1155,2021-12-31,13,21,926.25,693.29,3,122,0
1156,2023-10-09,27,8,536.7,395.92,7,165,0
1157,2021-08-30,26,39,182,90.75,2,200,0
1158,2024-12-18,14,21,350.03,587.67,3,176,0
1159,2023-08-22,12,1,972.15,517.2,3,145,0
1160,2024-07-22,18,26,691.75,412.76,8,90,0
1161,2021-02-25,14,41,888.3,254.92,6,41,0.129385364265181
1162,2023-08-21,8,29,661.07,243.25,2,48,0.117446018848568
1163,2023-08-22,19,20,878.8,41.43,5,17,0
1164,2023-06-01,19,16,849.11,125.12,1,24,0
1165,2024-10-13,22,38,130.84,154.94,5,41,0.0332052608253434
1166,2022-09-01,15,20,270.08,390.8,2,152,0
1167,2022-08-16,24,42,483.42,127.11,7,50,0.163662175834179
1168,2024-07-02,21,18,904.9,654.38,1,57,0.226025140564889
1169,2024-02-20,19,16,583.18,759.91,1,61,0
1170,2021-01-21,2,11,525.52,689.53,10,69,0.00333454760257155
1171,2024-11-17,26,8,103.87,199.25,2,126,0.113892786693759
1172,2023-07-03,13,39,84.3,729.67,10,18,0
1173,2024-03-16,19,21,431.76,654.17,8,50,0.207288556359708
1174,2024-03-12,3,3,256.9,577.87,5,88,0
1175,2022-09-22,18,47,785.94,584.9,4,199,0
1176,2023-08-03,9,25,720.21,73.95,8,171,0
1177,2021-09-05,30,6,631.11,178.58,8,130,0
1178,2023-08-21,26,32,152.66,560.11,5,173,0.148725013551302
1179,2023-02-04,21,3,603.42,566.77,3,150,0
1180,2022-08-16,26,2,50.25,374.13,10,6,0.00480949294287711
1181,2022-02-17,10,38,927.5,571.71,7,111,0
1182,2023-06-28,22,49,408.11,294.42,7,42,0.238539781956933
1183,2024-05-28,16,27,240.73,108.4,7,156,0
1184,2021-02-04,16,19,700.39,643.27,1,59,0.25893205627799
1185,2022-03-09,1,2,790.41,614.99,1,124,0
1186,2021-12-28,1,36,835.35,443,8,85,0
1187,2024-08-18,4,42,860.01,403.29,4,174,0
1188,2023-01-19,26,7,81.99,247.39,3,184,0
1189,2021-03-20,23,47,113.67,330.26,10,11,0
1190,2023-01-14,4,31,748.9,347.48,3,75,0.197061654366553
1191,2024-03-30,21,7,42.79,158.51,1,98,0.213566891290247
1192,2021-03-10,14,37,308.58,259.99,8,176,0.180242775636725
1193,2022-04-03,30,41,834.98,350.42,3,68,0.27863400131464
1194,2021-08-22,6,22,197.54,518.96,9,144,0.148282657004893
1195,2023-06-23,25,11,413,119.81,3,174,0
1196,2024-01-06,9,10,312.94,83.87,5,199,0
1197,2023-10-29,12,19,991.86,397.44,9,172,0
1198,2024-01-28,18,48,460.27,535.36,3,77,0.292896979046054
1199,2023-01-19,11,34,632.5,363.28,4,57,0.247203681897372
1200,2023-10-21,4,36,515.09,666.39,4,178,0.25920901671052
1201,2023-08-08,10,43,499.24,328.46,3,10,0
1202,2024-01-07,7,40,448.93,236.35,5,137,0
1203,2021-12-23,15,2,60.9,695.16,4,38,0
1204,2023-02-15,24,3,217.1,124.82,5,107,0
1205,2022-01-16,11,2,224.96,221.66,1,89,0
1206,2021-01-18,28,26,609.52,149.11,4,171,0.102086174022406
1207,2024-04-13,4,1,102.31,363.42,1,139,0.0949403343256563
1208,2021-09-10,27,25,612.83,584.24,2,90,0.113453564350493
1209,2024-04-14,1,17,997.85,646.87,6,81,0
1210,2021-07-13,27,18,589.8,129.21,4,28,0.229389759432524
1211,2024-01-21,14,7,118.33,726.33,5,14,0
1212,2024-03-20,19,5,394.85,696.8,2,168,0
1213,2022-04-11,26,21,738.17,372.21,9,91,0
1214,2023-11-17,8,41,570.67,30.02,10,182,0
1215,2021-09-01,7,26,911.92,425.55,5,2,0.228122591483407
1216,2022-06-28,8,13,88.69,198.45,9,125,0
1217,2024-11-20,27,25,385.58,692.67,4,144,0
1218,2021-09-03,16,35,258.46,122.93,1,19,0
1219,2021-09-22,19,15,566.25,504.11,10,182,0
1220,2024-04-27,11,50,78.26,401.55,7,47,0
1221,2021-07-29,22,11,156.87,507.69,1,98,0.234336947207339
1222,2021-02-16,13,35,196.28,147.78,10,123,0
1223,2024-01-23,13,13,507.66,323.96,2,136,0.121664722077548
1224,2021-11-25,14,29,381.16,617.91,2,44,0
1225,2022-09-17,23,27,371.87,436.41,10,30,0
1226,2023-06-04,25,1,976.97,754.47,3,83,0.167006656131707
1227,2021-09-23,2,38,241.11,407.28,10,82,0
1228,2022-09-14,16,23,516.02,573.62,6,192,0
1229,2023-11-05,26,20,730.24,576.98,6,184,0
1230,2023-05-27,3,43,427.96,672.02,8,32,0
1231,2022-03-29,24,12,218.45,359.36,1,141,0
1232,2021-04-23,30,17,283.16,363.96,1,159,0
1233,2021-03-26,29,41,79.95,309.69,3,63,0.241334266704507
1234,2023-02-28,30,48,225.31,35.65,2,147,0
1235,2021-07-08,16,9,798.85,381.39,1,86,0
1236,2022-04-06,4,39,340.57,450.08,4,88,0.131165778706782
1237,2024-10-28,5,40,588.44,265.2,5,2,0.194562078150921
1238,2022-05-06,15,23,881.34,735.59,1,21,0
1239,2021-04-20,29,6,71.26,751.97,7,169,0
1240,2024-05-21,4,42,874.86,625.02,6,172,0
1241,2022-05-05,12,22,255.96,124.25,5,102,0
1242,2022-01-18,1,19,389.01,10.58,6,88,0
1243,2023-01-19,21,45,806.63,711.01,8,98,0
1244,2022-10-18,17,48,545.13,128.45,10,78,0
1245,2024-05-18,24,33,176.07,401.71,1,122,0
1246,2021-11-19,1,41,600.13,45.2,4,183,0
1247,2021-03-01,5,37,785.18,27.11,3,164,0.26730094186496
1248,2022-11-01,17,13,355,286.39,4,36,0
1249,2023-05-24,9,34,384.22,241.41,2,8,0.225480338302441
1250,2023-08-28,20,16,454.77,35.51,6,139,0.156212748703547
1251,2021-05-15,28,26,96.54,702.16,1,84,0
1252,2023-12-14,1,35,517.69,714.4,3,13,0.030698454240337
1253,2024-08-31,21,48,687.49,87.44,4,16,0
1254,2021-09-03,9,10,867.64,516.31,7,52,0
1255,2021-08-30,19,26,26.28,446.64,5,62,0
1256,2023-01-28,20,13,554.76,735.45,1,192,0
1257,2024-05-30,11,44,273.69,96.69,10,2,0
1258,2024-08-05,14,44,794.18,457.52,7,70,0.279484467906877
1259,2024-04-17,20,42,476.42,430.52,2,190,0.228521260432899
1260,2024-01-22,4,40,957.18,207.98,9,54,0
1261,2022-11-23,11,14,607.08,679.14,5,112,0
1262,2022-01-26,10,29,315.26,586.67,3,105,0.203083423990756
1263,2023-01-08,30,4,609.38,340.77,9,48,0.149074992793612
1264,2023-05-07,12,32,771.12,329.71,8,55,0.0962886914843693
1265,2021-03-31,19,46,554.7,666.27,6,123,0.0701610740739852
1266,2021-05-25,19,14,294.07,462.22,6,147,0
1267,2024-05-16,26,38,918.63,615.92,7,146,0
1268,2023-04-29,13,2,47.28,93.13,2,82,0.035044956067577
1269,2024-09-23,13,2,957.66,710.54,5,98,0
1270,2022-10-27,13,4,100.85,97.74,3,163,0
1271,2024-10-19,9,38,967.19,727.86,1,11,0.0888876643264666
1272,2021-08-06,20,7,509.92,162.9,9,134,0
1273,2024-03-14,3,44,112.98,674.74,5,139,0
1274,2023-11-13,10,10,803.91,697.42,8,189,0.170000224001706
1275,2021-08-04,3,21,225.79,525.01,1,129,0
1276,2023-08-09,27,1,564.95,799.06,10,2,0
1277,2021-09-07,20,35,121.99,424.62,9,6,0
1278,2023-12-03,27,35,718.53,295.16,1,32,0
1279,2023-08-22,11,27,351.05,448.24,6,10,0
1280,2022-06-22,28,5,977.88,687.76,2,178,0.272212004265748
1281,2022-12-03,18,21,627.55,517.03,6,102,0
1282,2023-02-09,1,40,73.44,11.27,1,98,0.210246269451454
1283,2024-02-13,15,35,582.71,155.31,5,86,0.146569860493764
1284,2023-05-13,21,27,955.57,220.98,10,145,0
1285,2023-10-29,26,24,420.41,228.16,3,131,0
1286,2021-05-24,22,10,792.05,284.65,5,141,0
1287,2024-04-03,16,4,449.53,254.29,2,104,0
1288,2021-01-10,6,12,705.31,343.61,3,31,0.259794167918153
1289,2022-08-06,14,35,351.18,247.06,8,130,0
1290,2024-08-14,5,37,451.16,540.42,5,90,0
1291,2023-12-15,21,32,210.82,317.43,5,51,0
1292,2024-07-19,18,8,683.06,190.9,3,35,0
1293,2022-03-27,15,49,246.95,387.52,2,16,0
1294,2022-03-14,8,11,937.92,68.59,8,181,0.109259720728733
1295,2021-10-03,14,21,219.47,178.56,9,200,0
1296,2021-04-30,13,41,606.79,670.87,4,105,0
1297,2023-10-26,16,41,319.88,20.06,9,120,0
1298,2024-05-15,25,41,938.78,435.67,8,19,0
1299,2022-01-21,25,12,99.95,782.76,7,130,0.299543744511902
1300,2022-11-12,7,13,684.51,67.06,4,168,0
1301,2022-02-21,11,32,893.37,173.62,3,42,0.131382011761889
1302,2022-11-28,8,35,436.92,387.38,6,123,0.0072020789142698
1303,2024-10-11,13,2,974.99,678.83,5,49,0
1304,2022-09-11,28,33,506.11,143.65,8,105,0
1305,2022-12-22,20,41,113.38,222.04,6,166,0
1306,2023-03-13,15,5,860.87,761.61,3,156,0.244021680741571
1307,2023-03-13,20,20,897.45,556.18,8,89,0
1308,2021-12-24,28,28,116.39,728.96,6,184,0
1309,2021-01-25,2,50,554.18,362,6,38,0
1310,2021-01-29,12,49,585.31,10.59,3,164,0
1311,2024-04-13,9,14,520.46,583.7,4,71,0
1312,2023-09-28,10,41,657.42,754.21,8,124,0
1313,2021-09-08,3,41,532.84,35.46,2,183,0
1314,2023-04-21,28,12,826.94,172.75,10,165,0
1315,2024-09-04,2,33,682.7,479.21,3,200,0
1316,2023-09-02,9,46,92.38,392.32,6,25,0
1317,2024-11-08,28,7,550.09,358.12,1,161,0
1318,2021-09-18,5,21,368.81,367.43,4,89,0
1319,2023-04-20,10,11,210.75,734.69,7,105,0
1320,2022-11-23,29,46,742.03,403.18,5,148,0
1321,2024-02-15,28,42,563.82,302.46,5,89,0
1322,2024-10-10,24,30,101.57,650.48,1,187,0
1323,2022-03-11,24,14,812.91,285.7,3,91,0
1324,2024-03-16,27,37,936.3,65.37,6,92,0.279517646413296
1325,2021-04-23,3,16,418.62,36.04,10,187,0
1326,2021-04-29,4,9,189.1,754.87,9,42,0
1327,2022-03-28,8,5,128.19,456.53,8,89,0
1328,2023-05-28,18,39,428.05,674.73,5,196,0
1329,2023-06-16,19,20,68.35,588.29,6,74,0.220817946223542
1330,2024-04-24,15,27,885.26,785.04,3,199,0.14869602068793
1331,2021-08-16,6,38,738.6,331.74,7,5,0
1332,2021-11-17,18,18,865.76,648.55,5,37,0
1333,2022-10-12,15,27,485.03,231.07,6,108,0
1334,2022-11-27,1,27,69.25,441.06,6,179,0
1335,2022-08-29,10,11,290.98,516.15,10,42,0
1336,2023-12-11,3,37,860.78,727.83,3,168,0.183344313525595
1337,2022-09-01,19,25,597.46,101.47,5,47,0
1338,2022-03-14,29,38,212.73,650.64,4,97,0.034473769669421
1339,2022-03-29,29,45,258.35,502.58,6,41,0
1340,2021-10-10,6,7,281.76,537.65,10,102,0
1341,2022-10-12,15,34,477.83,677.02,10,143,0
1342,2021-05-19,8,26,659.02,66.68,2,137,0
1343,2023-09-07,7,40,620.26,353.42,10,18,0
1344,2022-08-17,8,13,170.73,603.58,10,104,0.0744835491059348
1345,2024-04-27,20,32,40.32,285.63,3,53,0.0593056181212887
1346,2021-08-23,3,11,181.53,51.95,3,143,0
1347,2023-05-23,16,18,179.23,297.16,8,118,0.254104897356592
1348,2024-11-26,24,9,168.37,614.71,10,58,0
1349,2023-09-28,26,16,111.28,552.33,10,102,0.0340043018572032
1350,2024-09-22,15,42,927.41,591.08,2,49,0
1351,2022-08-27,17,18,125.83,90.2,4,127,0
1352,2024-03-21,29,18,278.79,408.98,2,69,0.201247340859845
1353,2024-07-04,27,8,940.93,167.84,1,7,0.242209890810773
1354,2021-09-02,9,14,113.72,115.24,9,71,0
1355,2023-10-05,7,13,884.08,63.48,4,97,0.234685211791657
1356,2023-03-16,8,19,46.16,180.39,8,117,0
1357,2022-01-24,28,34,782.11,321.86,10,185,0
1358,2024-12-21,22,31,231.25,763.23,6,185,0.185986357647926
1359,2021-11-30,10,9,368.29,393.09,2,187,0.245927937026136
1360,2024-02-07,28,42,253.99,190.75,6,77,0.296386494697072
1361,2022-06-16,14,11,884.26,432.1,9,37,0
1362,2021-06-16,7,33,180.35,633.59,3,43,0
1363,2022-04-09,30,41,128.8,352.33,9,69,0
1364,2021-06-27,22,46,935.51,181.66,3,152,0
1365,2021-12-22,13,48,42.51,36.61,6,175,0.165719440975226
1366,2022-10-17,19,46,962.34,372.3,8,152,0.263816351769492
1367,2023-01-23,14,15,21.21,89.63,7,175,0.0898093685042113
1368,2021-04-05,27,8,776,480.59,2,189,0
1369,2022-07-08,7,27,598.11,313.08,8,33,0
1370,2023-10-24,29,40,829.31,490.26,1,85,0.283739601192065
1371,2024-08-19,27,30,524.26,490.83,1,186,0
1372,2023-07-02,22,29,560.42,17.41,8,30,0
1373,2022-11-30,13,48,230.44,463.89,4,51,0.294413020019419
1374,2021-08-29,30,13,951.03,662.22,9,120,0
1375,2024-03-26,1,36,693.88,126.25,6,90,0
1376,2022-03-26,14,18,777.03,697.2,1,117,0
1377,2021-09-24,9,2,526.56,678.76,10,145,0
1378,2022-02-24,26,30,939.53,215.92,7,54,0
1379,2021-03-25,22,25,393.49,419.29,8,9,0
1380,2023-04-06,28,40,487.86,105.04,2,176,0
1381,2024-09-20,24,32,900.73,297.13,8,138,0
1382,2023-04-05,28,10,582.8,349.51,6,190,0.140621520252898
1383,2024-01-02,3,33,926.56,488.67,4,24,0.00908898536581546
1384,2023-12-24,6,13,418.94,689.06,10,11,0.2929669667501
1385,2023-12-29,22,11,854.36,644.46,1,174,0
1386,2022-05-12,25,35,846.8,188.41,10,127,0
1387,2022-02-07,24,33,730.12,583.88,6,198,0
1388,2024-04-29,19,42,284.21,417.74,10,114,0
1389,2023-08-17,9,45,175.13,283.39,1,108,0
1390,2021-02-02,10,41,701.37,128.29,6,200,0
1391,2024-12-04,17,24,413.9,103.84,8,37,0
1392,2023-08-04,27,45,347.61,641.55,2,39,0
1393,2023-11-19,27,1,492.64,646.67,6,39,0
1394,2022-06-10,6,2,161.81,139.25,4,37,0
1395,2023-08-31,12,50,568.27,126.9,8,86,0
1396,2022-07-27,18,39,391.54,590.01,6,198,0
1397,2024-02-01,3,3,870.83,204.51,3,165,0
1398,2022-08-10,21,50,751.53,401.77,9,185,0
1399,2024-08-29,25,7,96.32,700.44,1,76,0
1400,2023-05-09,4,19,358.02,66.03,9,148,0.0825014057569206
1401,2024-01-19,27,43,105.86,246.24,1,133,0.0926937161246315
1402,2024-04-16,29,37,195.94,492.1,4,149,0.260906820720993
1403,2023-01-06,3,16,486.54,325.26,2,46,0.154811333608814
1404,2023-12-21,2,3,500.39,302.09,6,108,0.012508989404887
1405,2024-05-18,16,11,89.24,548.72,9,50,0
1406,2023-06-24,14,34,562.46,776.62,6,180,0
1407,2022-07-18,13,9,870.58,728.18,1,162,0
1408,2022-08-14,25,10,353.84,313.41,9,76,0.07153932871297
1409,2022-04-17,18,50,444.57,138.39,3,19,0.138669277424924
1410,2022-09-24,30,31,296.77,110.15,8,121,0
1411,2023-10-04,6,6,23.47,619.34,6,155,0
1412,2024-02-21,15,20,464.41,798.65,2,87,0
1413,2023-09-22,4,45,417.64,395.97,5,47,0
1414,2022-09-26,21,9,736.22,257.31,1,19,0
1415,2024-07-23,2,38,592.04,738.66,10,149,0.0866103547392413
1416,2023-12-11,4,8,956.55,729.76,1,157,0
1417,2023-10-11,16,45,235.87,666.98,10,153,0.127079498022795
1418,2022-12-06,11,32,318.95,162.92,10,69,0
1419,2024-02-23,28,6,120.73,390.38,6,115,0.00262442752718925
1420,2023-11-17,24,22,285.43,467.1,7,160,0
1421,2024-05-12,1,15,515.09,187.91,8,186,0
1422,2024-11-02,10,32,215.34,184.1,1,46,0
1423,2022-08-30,15,35,891.71,86.7,9,16,0
1424,2024-07-31,3,40,767.71,158.41,6,121,0
1425,2023-01-08,20,21,329.49,133.45,8,63,0.0109671806450933
1426,2023-01-25,26,35,676.59,526.24,6,189,0.171811717771925
1427,2024-08-22,19,39,869.24,270.03,6,47,0.0577050492167473
1428,2023-05-01,1,6,548.91,499.5,8,13,0
1429,2024-11-30,13,10,921.03,99.75,10,35,0.0656651453347877
1430,2022-03-14,11,40,981.49,201.51,3,166,0
1431,2023-07-08,3,33,121.04,359.94,6,95,0
1432,2021-08-06,6,4,389.37,444.05,5,15,0
1433,2023-02-13,30,33,810.52,243.89,3,200,0.0379205449484289
1434,2022-04-11,19,48,235.49,299.59,4,86,0.220894009899348
1435,2022-05-02,8,29,467.87,781.07,9,71,0
1436,2023-08-05,13,5,223.13,515.08,4,24,0
1437,2022-11-19,19,26,605.13,692.78,3,132,0.173032402619719
1438,2021-04-02,24,46,341.98,461.71,4,156,0
1439,2023-10-15,12,30,961.18,558.55,4,171,0
1440,2022-03-22,9,26,335.01,243.56,3,4,0
1441,2021-08-27,13,20,839.85,237.72,6,63,0
1442,2024-05-17,24,39,137.7,745.45,8,17,0
1443,2024-12-02,1,5,328.45,782.73,7,130,0.0230851486790925
1444,2023-05-16,9,41,543.79,624.7,10,150,0
1445,2024-06-26,24,9,85.37,318.3,10,172,0.165232538455166
1446,2024-09-12,15,40,288.07,706.51,7,6,0
1447,2024-04-22,10,10,648.91,393.38,10,66,0.293506348296069
1448,2024-07-25,21,26,592.31,354.15,2,26,0.225501371221617
1449,2024-12-06,26,5,707.08,31.16,9,152,0
1450,2023-06-18,30,22,429.25,281.82,2,136,0
1451,2021-05-10,21,28,889.79,691.89,7,43,0
1452,2022-07-16,5,3,427.33,726,6,31,0
1453,2024-08-30,5,17,925.08,387.75,10,68,0
1454,2023-05-07,23,13,743.85,310.85,4,170,0
1455,2024-03-05,6,22,593.59,132.39,6,58,0
1456,2023-07-01,26,28,673.14,141.26,3,151,0
1457,2021-09-04,3,14,575.2,402.56,10,89,0.193362000631168
1458,2023-04-26,19,1,324.03,601.49,9,119,0.158131113974378
1459,2023-03-05,20,10,676.89,688.86,8,11,0
1460,2024-07-20,26,15,891.1,399.52,8,162,0
1461,2021-10-05,6,17,863.48,430.71,4,188,0.0138651327230036
1462,2024-02-25,25,37,204.2,157.06,3,30,0.00973366575781256
